Date,Bank_Native_Country,State,Bank_Name,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode
 2018-03-12,US,New York,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,Fixed Rate Mortgage _ 30-yr,,Online,30,Fixed,4.50%,4.54%,"3,00,000",20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,ALLY,USD,Bank,Mortgages,Mortgages,20YMF,Fixed Rate Mortgage _ 20-yr,,Online,20,Fixed,4.25%,4.38%,"3,00,000",20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,ALLY,USD,Bank,Mortgages,Mortgages,15YMF,Fixed Rate Mortgage _ 15-yr,,Online,15,Fixed,4.13%,4.13%,"3,00,000",20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,ALLY,USD,Bank,Mortgages,Mortgages,10YMF,Fixed Rate Mortgage _ 10-yr,,Online,10,Fixed,4.13%,4.16%,"3,00,000",20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,ALLY,USD,Bank,Mortgages,Mortgages,30YMV,Adjustable Rate Mortgage _ 10/1,,Online,30,Variable,4.50%,4.62%,"3,00,000",20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,ALLY,USD,Bank,Mortgages,Mortgages,30YMV,Adjustable Rate Mortgage _ 7/1,,Online,30,Variable,4.50%,4.67%,"3,00,000",20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,ALLY,USD,Bank,Mortgages,Mortgages,30YMV,Adjustable Rate Mortgage _ 5/1,,Online,30,Variable,4.50%,4.69%,"3,00,000",20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMF,30-year fixed,,Offline,30,Fixed,4.38%,4.74%,"1,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,20YMF,20-year fixed,,Offline,20,Fixed,4.25%,4.74%,"1,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,15YMF,15-year fixed,,Offline,15,Fixed,4.00%,4.64%,"1,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM,,Offline,30,Variable,4.38%,4.87%,"1,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,4.00%,4.75%,"1,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30,Variable,4.00%,4.83%,"1,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMF,30-year fixed,,Offline,30,Fixed,4.25%,4.41%,"3,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,20YMF,20-year fixed,,Offline,20,Fixed,4.13%,4.32%,"3,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,15YMF,15-year fixed,,Offline,15,Fixed,3.88%,4.15%,"3,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM,,Offline,30,Variable,4.13%,4.51%,"3,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,3.75%,4.43%,"3,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30,Variable,3.63%,4.50%,"3,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMF,30-year fixed,,Offline,30,Fixed,4.38%,4.48%,"5,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,15YMF,15-year fixed,,Offline,15,Fixed,4.13%,4.31%,"5,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,4.50%,4.76%,"5,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,BANK OF AMERICA CORP,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30,Variable,4.50%,4.80%,"5,00,000",20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30,Fixed,4.50%,4.81%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,20YMF,20 Year Fixed,,Offline,20,Fixed,4.25%,4.69%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.75%,4.32%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,10YMF,10 Year Fixed,,Offline,10,Fixed,3.75%,4.46%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,30YMV,10/1 Libor ARM,,Offline,30,Variable,4.50%,4.90%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 Libor ARM,,Offline,30,Variable,4.50%,4.94%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,30YMV,5/1 Libor ARM,,Offline,30,Variable,4.38%,4.93%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,30YMV,3/1 Libor ARM,,Offline,30,Variable,4.63%,5.06%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30,Fixed,4.50%,4.66%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,20YMF,20 Year Fixed,,Offline,20,Fixed,4.25%,4.48%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.75%,4.06%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,10YMF,10 Year Fixed,,Offline,10,Fixed,3.75%,4.09%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-03-12,US,New York,CITIGROUP INC,USD,Bank,Mortgages,Mortgages,30YMV,10/1 Libor ARM,,Offline,30,Variable,4.50%,4.79%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
