Date,Bank_Native_Country,State,Bank_Name,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,APY
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$9,999.99 or less",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$10,000 to $24,999.99",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$25,000 to $49,999.99",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$50,000 to $99,999.99",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$100,000 to $249,999.99",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$250,000 to $499,999.99",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$500,000 to $999,999.99",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$1,000,000 to $1,999,999.99",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Checking,_MCCV,Signature Advantage Checking,"$2,000,000 or more.",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$9,999.99 or less",Offline,,Variable,,0.01%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$10,000 to $24,999.99",Offline,,Variable,,0.03%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$25,000 to $49,999.99",Offline,,Variable,,0.05%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$50,000 to $99,999.99",Offline,,Variable,,0.05%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$100,000 to $249,999.99",Offline,,Variable,,0.05%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$250,000 to $499,999.99",Offline,,Variable,,0.05%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$500,000 to $999,999.99",Offline,,Variable,,0.05%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$1,000,000 to $1,999,999.99",Offline,,Variable,,0.05%
03/09/2018,US,New York,SUNTRUST BANKS INC,USD,Bank,Deposits,Savings,_MSBV,Signature Advantage Brokerage,"$2,000,000 or more.",Offline,,Variable,,0.05%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,3MCDF,CD_3-month,"$2,000+",Online,3.0,Fixed,,0.75%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,6MCDF,CD_6-month,"$2,000+",Online,6.0,Fixed,,1.00%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,9MCDF,CD_9-month,"$2,000+",Online,9.0,Fixed,,1.25%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,12MCDF,CD_12-month,"$2,000+",Online,12.0,Fixed,,1.95%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,18MCDF,CD_18-month,"$2,000+",Online,18.0,Fixed,,1.95%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,24MCDF,CD_24-month,"$2,000+",Online,24.0,Fixed,,2.10%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,36MCDF,CD_36-month,"$2,000+",Online,36.0,Fixed,,2.05%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,48MCDF,CD_48-month,"$2,000+",Online,48.0,Fixed,,2.20%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,CD,60MCDF,CD_60-month,"$2,000+",Online,60.0,Fixed,,2.50%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,Savings,_MSBV,Money Market Rates and Terms,"Up to $4,999",Online,,Variable,,1.05%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,Savings,_MSBV,Money Market Rates and Terms,"$5,000 - $24,999",Online,,Variable,,1.05%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,Savings,_MSBV,Money Market Rates and Terms,"$25,000+",Online,,Variable,,1.05%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,Savings,_MSBV,HYS Rates and Terms,"Up to $4,999",Online,,Variable,,1.55%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,Savings,_MSBV,HYS Rates and Terms,"$5,000 - $24,999",Online,,Variable,,1.55%
03/09/2018,US,New York,Synchrony,USD,Bank,Deposits,Savings,_MSBV,HYS Rates and Terms,"$25,000+",Online,,Variable,,1.55%
03/09/2018,US,New York,Wells Fargo,USD,Bank,Deposits,Checking,_MCCV,Wells Fargo Everyday Checking,,Offline,,Variable,,
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Wells Fargo Way2Save,$0 or more,Offline,,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Platinum Savings - Special Interest,"$0  - $24,999.99",Offline,,Variable,0.03%,0.03%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Platinum Savings - Special Interest,"$25,000  - $99,999.99",Offline,,Variable,1.25%,0.34%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Platinum Savings - Special Interest,"$100,000  or more",Offline,,Variable,1.25%,0.35%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Platinum Savings - Standard Interest,"$0  - $99,999.99",Offline,,Variable,0.03%,0.03%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,_MSBV,Platinum Savings - Standard Interest,"$100,000  or more",Offline,,Variable,0.05%,0.05%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,9MSBV,Special CD,,Offline,9.0,Variable,0.35%,0.35%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,19MSBV,Special CD,,Offline,19.0,Variable,1.59%,1.60%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,39MSBV,Special CD,,Offline,39.0,Variable,1.14%,1.15%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,58MSBV,Special CD,,Offline,58.0,Variable,1.19%,1.20%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,3MSBV,CD,"$0 - $4,999.99",Offline,3.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,3MSBV,CD,"$5,000 - $9,999.99",Offline,3.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,3MSBV,CD,"$10,000 - $24,999.99",Offline,3.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,3MSBV,CD,"$25,000 - $49,999.99",Offline,3.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,3MSBV,CD,"$50,000 - $99,999.99",Offline,3.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,3MSBV,CD,"$100,000 +",Offline,3.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,6MSBV,CD,"$0 - $4,999.99",Offline,6.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,6MSBV,CD,"$5,000 - $9,999.99",Offline,6.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,6MSBV,CD,"$10,000 - $24,999.99",Offline,6.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,6MSBV,CD,"$25,000 - $49,999.99",Offline,6.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,6MSBV,CD,"$50,000 - $99,999.99",Offline,6.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,6MSBV,CD,"$100,000 +",Offline,6.0,Variable,0.01%,0.01%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,12MSBV,CD,"$0 - $4,999.99",Offline,12.0,Variable,0.05%,0.05%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,12MSBV,CD,"$5,000 - $9,999.99",Offline,12.0,Variable,0.05%,0.05%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,12MSBV,CD,"$10,000 - $24,999.99",Offline,12.0,Variable,0.05%,0.05%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,12MSBV,CD,"$25,000 - $49,999.99",Offline,12.0,Variable,0.05%,0.05%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,12MSBV,CD,"$50,000 - $99,999.99",Offline,12.0,Variable,0.05%,0.05%
03/09/2018,US,New York,WELLS FARGO,USD,Bank,Deposits,Savings,12MSBV,CD,"$100,000 +",Offline,12.0,Variable,0.05%,0.05%
