Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,30 Yr Fixed,,Online,30,Fixed,4.500%,4.525%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,30 Yr Fixed,,Offline,30,Fixed,4.625%,4.718%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,5/1 ARM Adjustable,,Offline,30,Variable,4.500%,4.882%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,5/1 ARM Adjustable,,Online,30,Variable,4.750%,4.907%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,7/1 ARM Adjustable,,Offline,30,Variable,4.500%,4.829%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,7/1 ARM Adjustable,,Online,30,Variable,4.750%,4.883%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,10/1 ARM Adjustable,,Online,30,Variable,4.625%,4.773%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,10/1 ARM Adjustable,,Offline,30,Variable,4.625%,4.841%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,20 Yr Fixed,,Offline,20,Fixed,4.500%,4.626%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,15 Yr Fixed,,Online,15,Fixed,4.000%,4.043%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,15 Yr Fixed,,Offline,15,Fixed,4.125%,4.284%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,10 Yr Fixed,,Offline,10,Fixed,4.125%,4.355%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,30 Yr Fixed,,Online,30,Fixed,4.250%,4.265%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,30 Yr Fixed,,Offline,30,Fixed,4.250%,4.304%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,5/1 ARM Adjustable,,Online,30,Variable,3.490%,4.440%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,5/1 ARM Adjustable,,Offline,30,Variable,3.750%,4.572%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,7/1 ARM Adjustable,,Online,30,Variable,3.625%,4.337%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,7/1 ARM Adjustable,,Offline,30,Variable,3.750%,4.434%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,,15 Yr Fixed,,Online,15,Fixed,3.875%,3.900%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,,15 Yr Fixed,,Offline,15,Fixed,4.250%,4.346%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,bankrate.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,30 Year Fixed,,Offline,30,Fixed,4.125%,4.131639913186282%,1000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,15 Year Fixed,,Offline,15,Fixed,3.375%,3.3869041124730317%,1000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,7/1 ARM,,Offline,30,Variable,3.25%,3.266706379540032%,1000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,30 Year Fixed,,Offline,30,Fixed,4.125%,4.131639913186283%,3000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,15 Year Fixed,,Offline,15,Fixed,3.375%,3.3869041124730304%,3000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,7/1 ARM,,Offline,30,Variable,3.25%,3.266706379540031%,3000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,30 Year Fixed,,Offline,30,Fixed,4.125%,4.131639913186282%,5000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,15 Year Fixed,,Offline,15,Fixed,3.375%,3.3869041124730304%,5000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,7/1 ARM,,Offline,30,Variable,3.25%,3.2667063795400333%,5000000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-04-11,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,,Suntrust Bank 15 Year Fixed Rate Home Loan,,Offline,15.0,Fixed,3.7000%,3.8198%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-04-11,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,,Chase 15 Year Fixed Mortgage,,Offline,15.0,Fixed,3.875%,4.023%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-04-11,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,,Bank of America 15 Year Fixed Mortgage,,Offline,15.0,Fixed,4.000%,4.314%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-04-11,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,,Wells Fargo 15 Year Fixed Home Loan,,Offline,15.0,Fixed,4.125%,4.246%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-04-11,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,,Bank of America 30 Year Fixed Mortgage,,Offline,30.0,Fixed,4.375%,4.586%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
