Date,Bank_Native_Country,State,Bank_Name,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed-Rate Jumbo,,Offline,30,Fixed,4.63%,4.63%," 7,50,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,15YMF,15-Year Fixed-Rate Jumbo,,Offline,15,Fixed,4.38%,4.39%," 7,50,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,20YMF,20-Year Fixed Rate,,Offline,20,Fixed,4.38%,4.49%," 2,00,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM Jumbo,,Offline,30,Variable,4.13%,4.46%," 7,50,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM Jumbo,,Offline,30,Variable,4.25%,4.46%," 7,50,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed Rate,,Offline,30,Fixed,4.75%,4.78%," 2,00,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,20YMF,20-Year Fixed Rate,,Offline,20,Fixed,4.50%,4.55%," 2,00,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,15YMF,15-Year Fixed Rate,,Offline,15,Fixed,4.25%,4.32%," 2,00,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30,Variable,4.25%,4.60%," 2,00,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed-Rate Jumbo,,Offline,30,Fixed,4.63%,4.64%," 7,50,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,15YMF,15-Year Fixed-Rate Jumbo,,Offline,15,Fixed,4.50%,4.51%," 7,50,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM Jumbo,,Offline,30,Variable,4.25%,4.51%," 7,50,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM Jumbo,,Offline,30,Variable,4.38%,4.52%," 7,50,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed-Rate VA,,Offline,30,Fixed,4.63%,4.92%," 2,00,000.00 ",0%,740,New Purchase,Primary Residence,Principal + Interest
03-09-2018,US,New York,WELLS FARGO,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,4.38%,4.60%," 2,00,000.00 ",25%,740,New Purchase,Primary Residence,Principal + Interest
