Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode
 2018-04-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30.0YMF,Fixed Rate Mortgage _ 30-yr,,Online,30.0,Fixed,4.500%,4.520%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,20.0YMF,Fixed Rate Mortgage _ 20-yr,,Online,20.0,Fixed,4.375%,4.375%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,15.0YMF,Fixed Rate Mortgage _ 15-yr,,Online,15.0,Fixed,4.125%,4.129%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,10.0YMF,Fixed Rate Mortgage _ 10-yr,,Online,10.0,Fixed,4.125%,4.175%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30.0YMV,Adjustable Rate Mortgage _ 10/1,,Online,30.0,Variable,4.375%,4.585%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30.0YMV,Adjustable Rate Mortgage _ 7/1,,Online,30.0,Variable,4.375%,4.667%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30.0YMV,Adjustable Rate Mortgage _ 5/1,,Online,30.0,Variable,4.375%,4.726%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30.0YMF,30-year fixed,,Offline,30.0,Fixed,4.250%,4.619%,100000,20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,20.0YMF,20-year fixed,,Offline,20.0,Fixed,4.250%,4.736%,100000,20%,740,New Purchase,Primary Residence,Principal + Interest
 2018-04-05,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,15.0YMF,15-year fixed,,Offline,15.0,Fixed,4.000%,4.599%,100000,20%,740,New Purchase,Primary Residence,Principal + Interest
