Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Minm_Balance,Maxm_Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,APY,Source
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Checking,_MCCF,Signature Advantage Checking,1000000,1999999,Offline,,Fixed,,0.01%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Checking,_MCCF,Signature Advantage Checking,2000000,,Offline,,Fixed,,0.01%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,,9999,Offline,,Fixed,,0.01%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,10000,24999,Offline,,Fixed,,0.03%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,25000,49999,Offline,,Fixed,,0.05%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,50000,99999,Offline,,Fixed,,0.05%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,100000,249999,Offline,,Fixed,,0.05%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,250000,499999,Offline,,Fixed,,0.05%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,500000,999999,Offline,,Fixed,,0.05%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,1000000,1999999,Offline,,Fixed,,0.05%,Bank Website
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Savings,_MSBF,Signature Advantage Brokerage,2000000,,Offline,,Fixed,,0.05%,Bank Website
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,6MCDF,CD_6-month,2000,,Online,6,Fixed,,1.00%,Bank Website
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,12MCDF,CD_12-month,2000,,Online,12,Fixed,,2.05%,Bank Website
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,36MCDF,CD_36-month,2000,,Online,36,Fixed,,2.25%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,Checking,_MCCF,Wells Fargo Everyday Checking,,,Offline,,Fixed,,,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,Savings,_MSBF,Platinum Savings - Special Interest,25000,99999,Offline,,Fixed,1.25%,0.33%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,6MCDF,CD,0,4999,Offline,6,Fixed,0.05%,0.05%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,6MCDF,CD,5000,9999,Offline,6,Fixed,0.05%,0.05%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,6MCDF,CD,10000,24999,Offline,6,Fixed,0.05%,0.05%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,6MCDF,CD,25000,49999,Offline,6,Fixed,0.05%,0.05%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,6MCDF,CD,50000,99999,Offline,6,Fixed,0.05%,0.05%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,6MCDF,CD,100000,,Offline,6,Fixed,0.05%,0.05%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,12MCDF,CD,0,4999,Offline,12,Fixed,0.10%,0.10%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,12MCDF,CD,5000,9999,Offline,12,Fixed,0.10%,0.10%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,12MCDF,CD,10000,24999,Offline,12,Fixed,0.10%,0.10%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,12MCDF,CD,25000,49999,Offline,12,Fixed,0.10%,0.10%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,12MCDF,CD,50000,99999,Offline,12,Fixed,0.10%,0.10%,Bank Website
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,12MCDF,CD,100000,,Offline,12,Fixed,0.10%,0.10%,Bank Website
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,Savings,_MSBF,Savings,0,,Online,,Fixed,,1.45%,bankrate.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,Savings,_MSBF,Moneymarket,100,,Offline,,Fixed,,0.04%,bankrate.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,Savings,_MSBF,Savings,100,,Offline,,Fixed,,0.03%,bankrate.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,Savings,_MSBF,Savings,25,,Offline,,Fixed,,0.01%,bankrate.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,CD,36MCDF,CD,0,,Online,36,Fixed,,2.30%,bankrate.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,36MCDF,CD,2000,,Online,36,Fixed,,2.25%,bankrate.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,36MCDF,CD,25000,,Online,36,Fixed,,2.10%,bankrate.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,CD,12MCDF,CD,0,,Online,12,Fixed,,2.05%,bankrate.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,12MCDF,CD,2000,,Online,12,Fixed,,2.05%,bankrate.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,12MCDF,CD,25000,,Online,12,Fixed,,2.00%,bankrate.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,CD,36MCDF,CD,500,,Offline,36,Fixed,,0.70%,bankrate.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,36MCDF,CD,1000,,Offline,36,Fixed,,0.55%,bankrate.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,CD,12MCDF,CD,500,,Offline,12,Fixed,,0.25%,bankrate.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,CD,6MCDF,CD,500,,Offline,6,Fixed,,0.07%,bankrate.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,CD,36MCDF,CD,1000,,Offline,36,Fixed,,0.05%,bankrate.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,12MCDF,CD,1000,,Offline,12,Fixed,,0.05%,bankrate.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,6MCDF,CD,1000,,Offline,6,Fixed,,0.03%,bankrate.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,CD,6MCDF,CD,1000,,Offline,6,Fixed,,0.01%,bankrate.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,CD,12MCDF,CD,1000,,Offline,12,Fixed,,0.01%,bankrate.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,Checking,_MCCF,Checkings,,,Offline,,Fixed,,0.01%,bankrate.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,Checking,_MCCF,Checkings,,,Offline,,Fixed,,0.01%,bankrate.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,Checking,_MCCF,Checkings,,,Offline,,Fixed,,0.01%,bankrate.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,Savings,_MSBF,High Yield Savings,,,Online,,Fixed,,1.55%,DepositsAccount.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,Savings,_MSBF,Online Savings Account,,,Online,,Fixed,,1.45%,DepositsAccount.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,Checking,_MCCF,Interest Checking Account,15000,,Online,,Fixed,,0.60%,DepositsAccount.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,CD,12MCDF,12 Month 360 CD,,,Offline,12,Fixed,,2.05%,DepositsAccount.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,12MCDF,12 Month CD,2000,,Online,12,Fixed,,2.05%,DepositsAccount.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,36MCDF,36 Month CD,2000,,Online,36,Fixed,,2.25%,DepositsAccount.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,36MCDF,High Yield 3 Year CD,25000,,Online,36,Fixed,,2.10%,DepositsAccount.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,Savings,_MSBF,360 Savings Account,,,Offline,,Fixed,,1.00%,DepositsAccount.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,Savings,_MSBF,Rewards Savings,,,Offline,,Fixed,,0.03%,DepositsAccount.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,Savings,_MSBF,Chase Premier Savings - Standard,,,Offline,,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,Savings,_MSBF,Platinum Savings - Standard Interest Rate,,,Offline,,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,Savings,_MSBF,Standard Savings,,,Offline,,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,Checking,_MCCF,360 Checking,,,Offline,,Fixed,,0.20%,DepositsAccount.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,Checking,_MCCF,Bank of America Interest Checking,,,Offline,,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,Checking,_MCCF,Chase Premier Platinum Checking,,,Offline,,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,Checking,_MCCF,Performance Interest Checking,2000,,Offline,,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,Checking,_MCCF,Preferred Checking,,,Offline,,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Deposits,Checking,_MCCF,Select Checking,,,Offline,,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,6MCDF,6 - 11 Month CD,1000,,Offline,6,Fixed,,0.03%,DepositsAccount.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,CD,6MCDF,6-8 Month CD - Standard,1000,100000,Offline,6,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,12MCDF,12 Month CD,25000,,Offline,12,Fixed,,0.20%,DepositsAccount.com
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,12MCDF,1 Year CD,,,Offline,12,Fixed,,0.10%,DepositsAccount.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,12MCDF,12 Month Featured CD,10000,25000,Offline,12,Fixed,,0.07%,DepositsAccount.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,CD,12MCDF,12-14 Month CD - Standard,1000,100000,Offline,12,Fixed,,0.01%,DepositsAccount.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,CD,36MCDF,36 Month 360 CD,,,Offline,36,Fixed,,2.30%,DepositsAccount.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,36MCDF,36 - 47 Month CD,1000,,Offline,36,Fixed,,0.55%,DepositsAccount.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,36MCDF,36 Month Callable CD Special,10000,,Offline,36,Fixed,,0.50%,DepositsAccount.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,CD,36MCDF,36-41 Month CD - Standard,1000,,Offline,36,Fixed,,0.05%,DepositsAccount.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,Savings,_MSBF,Chase Savings,25,,Offline,,Fixed,,0.01%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,Savings,_MSBF,Rewards Savings,0,,Offline,,Fixed,,0.03%,www.mybanktracker.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,Savings,_MSBF,Citi Savings Account,0,,Offline,,Fixed,,0.04%,www.mybanktracker.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,Savings,_MSBF,Citi Savings Account,25000,,Offline,,Fixed,,0.06%,www.mybanktracker.com
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,Savings,_MSBF,Way2Save,0,,Offline,,Fixed,,0.01%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,Savings,_MSBF,Standard Savings,1,,Offline,,Fixed,,0.01%,www.mybanktracker.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,Savings,_MSBF,360 Money Market,10000,,Online,,Fixed,,1.50%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,Savings,_MSBF,Online Savings Account,0,,Online,,Fixed,,1.45%,www.mybanktracker.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,Savings,_MSBF,High Yield Savings,0,,Online,,Fixed,,1.55%,www.mybanktracker.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,Checking,_MCCF,360 Checking,0,,Online,,Fixed,,0.20%,www.mybanktracker.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,Checking,_MCCF,360 Checking,50000,,Online,,Fixed,,0.75%,www.mybanktracker.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,Checking,_MCCF,360 Checking,100000,,Online,,Fixed,,1.00%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,Checking,_MCCF,Interest Checking,0,,Online,,Fixed,,0.10%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,Checking,_MCCF,Interest Checking,15000,,Online,,Fixed,,0.60%,www.mybanktracker.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,Checking,_MCCF,Interest Checking Account,1,,Offline,,Fixed,,0.01%,www.mybanktracker.com
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,Checking,_MCCF,Preferred Package,500,,Offline,,Fixed,,0.01%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,Checking,_MCCF,Advantage with Tiered Interest Checking,0,,Offline,,Fixed,,0.01%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,Checking,_MCCF,Advantage with Tiered Interest Checking,1000,,Offline,,Fixed,,0.02%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,Checking,_MCCF,Advantage with Tiered Interest Checking,10000,,Offline,,Fixed,,0.02%,www.mybanktracker.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,12MCDF,12 Month CD for RT,2000,,Online,12,Fixed,,2.05%,www.mybanktracker.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,36MCDF,36 Month CD for RT,2000,,Online,36,Fixed,,2.25%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,6MCDF,6 Month CD,0,,Online,6,Fixed,,1.50%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,6MCDF,6 Month CD,5000,,Online,6,Fixed,,1.60%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,6MCDF,6 Month CD,25000,,Online,6,Fixed,,1.75%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,36MCDF,36 Month CD,0,,Online,36,Fixed,,1.85%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,36MCDF,36 Month CD,5000,,Online,36,Fixed,,2.00%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,36MCDF,36 Month CD,25000,,Online,36,Fixed,,2.10%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,12MCDF,12 Month CD RT,0,,Online,12,Fixed,,1.75%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,12MCDF,12 Month CD RT,5000,,Online,12,Fixed,,1.85%,www.mybanktracker.com
 2018-04-06,US,New York,ALLY,ALLY,USD,Bank,Deposits,CD,12MCDF,12 Month CD RT,25000,,Online,12,Fixed,,2.00%,www.mybanktracker.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,CD,12MCDF,CD for RT 12,0,,Online,12,Fixed,,2.05%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,6MCDF,Bank of America CDs RT Organic,1,,Offline,6,Fixed,,0.03%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,12MCDF,Bank of America CDs RT Organic,1,,Offline,12,Fixed,,0.05%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,36MCDF,Bank of America CDs RT Organic,1,,Offline,36,Fixed,,0.55%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,6MCDF,Bank of America CDs RT Organic,10000,,Offline,6,Fixed,,0.03%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,12MCDF,Bank of America CDs RT Organic,10000,,Offline,12,Fixed,,0.05%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,36MCDF,Bank of America CDs RT Organic,10000,,Offline,36,Fixed,,0.55%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,6MCDF,Bank of America CDs RT Organic,25000,,Offline,6,Fixed,,0.03%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,12MCDF,Bank of America CDs RT Organic,25000,,Offline,12,Fixed,,0.05%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,36MCDF,Bank of America CDs RT Organic,25000,,Offline,36,Fixed,,0.55%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,6MCDF,Bank of America CDs RT Organic,50000,,Offline,6,Fixed,,0.03%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,12MCDF,Bank of America CDs RT Organic,50000,,Offline,12,Fixed,,0.05%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,36MCDF,Bank of America CDs RT Organic,50000,,Offline,36,Fixed,,0.55%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,6MCDF,Bank of America CDs RT Organic,100000,,Offline,6,Fixed,,0.03%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,12MCDF,Bank of America CDs RT Organic,100000,,Offline,12,Fixed,,0.05%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,36MCDF,Bank of America CDs RT Organic,100000,,Offline,36,Fixed,,0.55%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,6MCDF,Bank of America CDs RT Organic,500000,,Offline,6,Fixed,,0.03%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,12MCDF,Bank of America CDs RT Organic,500000,,Offline,12,Fixed,,0.05%,www.mybanktracker.com
 2018-04-06,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Deposits,CD,36MCDF,Bank of America CDs RT Organic,500000,,Offline,36,Fixed,,0.55%,www.mybanktracker.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,CD,6MCDF,Citibank CDs RT Organic,1,,Offline,6,Fixed,,0.07%,www.mybanktracker.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,CD,12MCDF,Citibank CDs RT Organic,1,,Offline,12,Fixed,,0.15%,www.mybanktracker.com
 2018-04-06,US,New York,CITIGROUP INC,C,USD,Bank,Deposits,CD,36MCDF,Citibank CDs RT Organic,1,,Offline,36,Fixed,,0.50%,www.mybanktracker.com
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,6MCDF,Wells Fargo CDs RT Organic,1,,Offline,6,Fixed,,0.05%,www.mybanktracker.com
 2018-04-06,US,New York,WELLS FARGO,WFC,USD,Bank,Deposits,CD,12MCDF,Wells Fargo CDs RT Organic,1,,Offline,12,Fixed,,0.10%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,6MCDF,PNC CDs RT Organic,1,,Offline,6,Fixed,,0.04%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,6MCDF,PNC CDs RT Organic,1000,,Offline,6,Fixed,,0.06%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,6MCDF,PNC CDs RT Organic,10000,,Offline,6,Fixed,,0.08%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,6MCDF,PNC CDs RT Organic,25000,,Offline,6,Fixed,,0.10%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,6MCDF,PNC CDs RT Organic,100000,,Offline,6,Fixed,,0.12%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,6MCDF,PNC CDs RT Organic,500000,,Offline,6,Fixed,,0.14%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,12MCDF,PNC CDs RT Organic,1,,Offline,12,Fixed,,0.04%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,12MCDF,PNC CDs RT Organic,1000,,Offline,12,Fixed,,0.15%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,12MCDF,PNC CDs RT Organic,10000,,Offline,12,Fixed,,0.18%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,12MCDF,PNC CDs RT Organic,25000,,Offline,12,Fixed,,0.20%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,12MCDF,PNC CDs RT Organic,100000,,Offline,12,Fixed,,0.22%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,12MCDF,PNC CDs RT Organic,500000,,Offline,12,Fixed,,0.24%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,36MCDF,PNC CDs RT Organic,1,,Offline,36,Fixed,,0.04%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,36MCDF,PNC CDs RT Organic,1000,,Offline,36,Fixed,,0.30%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,36MCDF,PNC CDs RT Organic,10000,,Offline,36,Fixed,,0.35%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,36MCDF,PNC CDs RT Organic,25000,,Offline,36,Fixed,,0.40%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,36MCDF,PNC CDs RT Organic,100000,,Offline,36,Fixed,,0.45%,www.mybanktracker.com
 2018-04-06,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Deposits,CD,36MCDF,PNC CDs RT Organic,500000,,Offline,36,Fixed,,0.50%,www.mybanktracker.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,CD,6MCDF,Chase CDs RT Organic,1000,,Offline,6,Fixed,,0.01%,www.mybanktracker.com
 2018-04-06,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Deposits,CD,12MCDF,Chase CDs RT Organic,1000,,Offline,12,Fixed,,0.01%,www.mybanktracker.com
 2018-04-06,US,New York,CAPITAL ONE,COF,USD,Bank,Deposits,CD,36MCDF,360 CD,1,,Offline,36,Fixed,,2.30%,nerdwallet.com
 2018-04-06,US,New York,SYNCHRONY,SYF,USD,Bank,Deposits,CD,36MCDF,Certificate of Deposit,2000,,Online,36,Fixed,,2.25%,nerdwallet.com
